PRODUCTION DATE,Field Name,WELL_BORE_CODE,N_WELL_BORE_CODE,WellBore Name,FLOW_KIND,WELL_TYPE,Downhole Pressure (PSI),Downhole Temperature (Kelvin),Average Tubing Pressure,Annulus Pressure (PSI),AVG WHP (PSI),Choke Size,Oil Production (stb/day),Gas Volume (scf/day),Water Production (stb/day)
14/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3270.855622,380.8914348,2264.954632,0,1005.90099,40.98107625,4486.2796,3631683.415,0
15/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3275.442685,380.8593587,2273.971798,0,1001.470887,40.65059896,4678.6907,3768114.032,0
16/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3272.661569,380.8602342,2278.065187,0,994.5963824,40.13814,4630.0061,3701699.906,0
17/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3242.236401,380.9276923,2267.022863,0,975.2135376,38.83985208,4924.3152,3885764.696,0
18/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3191.478453,381.0390296,2243.078968,0,948.3994851,36.99008688,5250.1372,4143781.574,0
19/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3197.111365,381.0104229,2250.053498,0,947.0578666,36.90605083,4961.552,3865963.161,0
20/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3192.23107,381.0086483,2250.943901,0,941.2871686,36.50938479,4925.4474,3860485.66,0
21/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3190.955462,381.0014819,2252.931443,0,938.0240192,36.28085813,4678.3133,3706257.136,0
22/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3189.748017,381.0023675,2255.427996,0,934.3200214,36.01890375,4625.7289,3781186.681,0
23/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3188.012428,381.0172185,2255.795078,0,932.2173492,35.87307688,4672.7781,3815189.759,586.9199
24/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3188.883364,381.03298,2258.414709,0,930.4686552,35.75070979,4695.7366,3826061.806,631.6418
25/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3189.667986,381.0527877,2260.61444,0,929.0535458,35.67131292,4721.0853,3735082.763,635.3529
26/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3189.619742,381.0707115,2262.629223,0,926.9905191,35.52891688,4574.4654,3759948.789,544.8398
27/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3189.716891,381.0864623,2265.527282,0,924.1896084,35.33483833,4500.495,3734750.237,572.8932
28/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3179.366676,380.5947102,2257.875844,0,921.4908322,35.15549521,4371.6129,3609409.468,484.0784
29/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3190.104116,381.112041,2269.967212,0,920.1369038,35.05228625,4395.2633,3629669.55,485.1477
30/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3190.003773,381.1236133,2271.641999,0,918.3617745,34.92387833,4428.6632,3670423.047,490.3684
31/05/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3189.905946,381.1350456,2273.360563,0,916.5453836,34.79286458,4503.1997,3733374.596,496.8471
01/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3190.083188,381.1438465,2274.529631,0,915.5535565,34.72635521,4555.2809,3778362.328,503.7032
02/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3209.26217,380.97458,2284.305666,0,924.9565042,35.35194578,2892.3307,2409694.843,290.6609
03/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3193.487063,381.1148231,2289.083734,0,904.4033283,33.94682958,4497.979,3701767.329,507.603
04/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3208.380698,381.1109263,2312.040446,0,896.3402529,33.38708375,4445.772,3679463.73,501.5017
05/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3205.147428,381.1226341,2301.994235,0,903.1531932,33.84168293,4260.1541,3512967.397,569.6853
06/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3200.872021,381.1368056,2286.276269,0,914.5957529,34.64576292,4342.4902,3524722.297,579.8122
07/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3199.282042,381.1441088,2280.535419,0,918.7466226,34.93372958,4367.147,3540810.978,579.1203
08/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3197.308731,381.1527125,2279.176606,0,918.1321247,34.89152063,4344.503,3528554.112,573.9625
09/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3211.03246,380.9072596,2307.141973,0,903.8904873,34.67029967,1499.8505,1232529.505,177.0635
10/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3202.349538,381.1407535,2292.080271,0,910.2692671,34.35168188,4070.3219,3362759.19,533.8952
11/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3167.013328,381.2152742,2271.934874,0,895.0784539,33.31382708,4691.8368,3840400.666,592.7067
12/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3124.704455,381.2893608,2255.608621,0,869.0958344,31.52928333,5062.5065,4114385.146,640.8252
13/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3114.936808,381.2851992,2242.93479,0,872.002018,31.73943792,5150.8181,4246873.459,356.9575
14/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3129.571842,381.2547831,2256.167889,0,873.4039535,31.83577875,4913.8109,4072705.377,341.6728
15/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3115.721149,381.2638042,2246.886771,0,868.8343782,31.54426646,4944.9464,4096848.459,343.1195
16/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3123.021915,381.2376473,2252.330026,0,870.6918886,31.67064,4764.2347,3923687.133,326.0736
17/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3133.721633,381.2171969,2261.687159,0,872.0344739,31.76317396,4569.685,3778896.417,318.7143
18/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3131.765589,381.2156283,2264.856452,0,866.9091377,31.39954438,4553.7084,3757919.039,322.677
19/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3129.361897,381.2164827,2267.487392,0,861.8745051,31.0531575,4499.1112,3735720.281,333.1184
20/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3125.892836,381.2226596,2269.078634,0,856.8142015,30.70362938,4469.7998,3701591.535,319.9723
21/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3121.906109,381.2288815,2270.689463,0,851.2166456,30.31302813,4453.5716,3676700.446,317.5192
22/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3116.765213,381.2345692,2272.345427,0,844.4197857,29.84628417,4420.1717,3615348.34,325.193
23/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3115.440275,381.2368008,2282.207807,0,833.2324678,28.77957938,4376.2046,3610646.027,325.1301
24/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3116.010708,381.2298713,2290.845433,0,825.165275,28.51912688,4140.5183,3411814.894,595.3485
25/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3114.917655,381.2335777,2290.225161,0,824.6924934,28.4768975,3625.2415,3003402.366,499.1115
26/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3183.605398,380.5973542,2299.427058,0,884.1783398,35.12292091,2326.2307,1956310.115,323.6834
27/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3150.150189,380.7849057,2360.446558,0,789.7036314,26.03160116,2632.0505,2231460.554,372.368
28/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.844996,381.22768,2331.106287,0,787.7387088,25.90273146,3704.5584,3113195.603,576.5414
29/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3121.253687,381.2492949,2322.854038,0,798.3996495,26.64596542,3597.1252,3022258.567,514.0817
30/06/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3122.586821,381.2579081,2323.066753,0,799.5200675,26.72682125,3223.7508,2717361.524,448.9173
01/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3123.077981,381.264461,2326.050065,0,797.0279163,26.55513,3542.9054,2976056.162,494.9601
02/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3123.402639,381.2690952,2328.68212,0,794.7205192,26.38999625,3549.1954,2978081.323,495.1488
03/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3122.319833,381.2740252,2331.335907,0,790.9839266,26.13235,3554.4161,2977594.183,496.1552
04/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3120.566333,381.2790594,2335.9596,0,784.6067329,25.67625917,3545.8617,2971669.078,500.3695
05/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.224177,381.28237,2341.519015,0,777.7051619,25.20113875,3544.1634,2960597.233,502.8855
06/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.476756,381.2843792,2348.60815,0,769.8686067,24.65926375,3543.6602,2960039.14,505.087
07/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,WI,3118.515828,381.28567,2354.897869,0,763.6179588,24.2335,3283.38,2747990.628,971.6163
08/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.182325,381.2886002,2363.833488,0,754.3488368,23.58609583,3291.7457,2749347.56,1554.259
09/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.469695,381.2901708,2376.391766,0,743.0779294,22.79834021,3283.1913,2748407.874,1554.1961
10/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.89588,381.2928621,2381.377358,0,738.5185222,22.47992979,3085.1821,2585400.593,1339.0781
11/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3120.221726,381.2944212,2388.089432,0,732.1322932,22.03750854,3092.8559,2573180.439,1592.5022
12/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3124.221856,381.2920423,2405.947548,0,718.2743079,21.08024167,3072.2876,2564087.159,1282.3423
13/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3128.506041,381.2842544,2417.775056,0,710.730985,20.53987521,3029.2011,2524491.502,1256.6791
14/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3131.664234,381.2705198,2427.469753,0,704.1944817,20.10156125,3094.8058,2580285.976,1354.3628
15/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.236032,381.2945692,2409.73454,0,708.5014922,20.37987688,2994.5432,2486641.43,1552.372
16/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3114.997977,381.29955,2411.957644,0,703.040333,20.01626479,2933.2786,2447248.042,1533.3762
17/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3114.03534,381.3014154,2415.479975,0,698.5553652,19.70736875,2916.2956,2429222.803,1521.4252
18/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3116.387545,381.2979556,2428.375643,0,688.0119017,19.00926646,2889.4373,2413149.301,1515.6384
19/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.000443,381.2972433,2430.761047,0,687.239396,18.92244583,2881.3861,2416858.272,1513.8143
20/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3132.651316,381.1709423,2447.992626,0,684.6586902,18.53916949,1829.5723,1585642.818,876.2599
21/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.12278,381.292285,2469.346055,0,649.7767248,16.28781875,3065.3057,2575698.035,1608.2901
22/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.400689,381.326229,2446.381544,0,672.0191448,17.86825,2947.6827,2445373.259,1523.6896
23/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3120.473113,381.3316979,2451.193759,0,669.2793547,17.68069,2926.4225,2467139.239,1508.7823
24/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3122.987147,381.3322665,2454.574714,0,668.4124329,17.61439021,2934.7882,2461926.488,1462.1105
25/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3125.133779,381.3325929,2461.678724,0,663.4550551,17.26863479,2919.9438,2444080.926,1468.0231
26/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3126.396224,381.3332844,2466.627625,0,659.7685993,17.04690667,2886.481,2429720.18,1581.935
27/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3129.739516,381.3327081,2478.880826,0,650.8586906,16.43713563,2898.6207,2422911.163,1636.1548
28/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3133.257343,381.3326402,2485.952699,0,647.304644,16.19536458,2880.5055,2412075.122,1542.6854
29/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3131.502994,381.3412581,2484.828055,0,646.6749392,16.15098521,3028.6979,2537533.44,1627.5375
30/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3112.080574,381.3827392,2459.722804,0,652.3577701,16.52160229,3078.5147,2551430.344,1529.5393
31/07/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3118.837145,381.3698133,2491.749443,0,627.0877018,14.72469458,2364.5997,1978731.263,1373.3586
01/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3117.888612,381.3708837,2484.655233,0,633.2333787,15.14958938,2380.0102,1990894.231,1372.9183
02/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.74193,381.3667,2494.226623,0,625.5153067,14.60492125,2386.4889,1987020.056,1370.7797
03/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3119.384311,381.3666492,2492.2435,0,627.140811,14.74359063,2373.9718,1996877.934,1339.2668
04/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3086.978989,381.4119658,2448.45063,0,638.5283589,15.51763875,2629.0942,2185499.954,1435.7554
05/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3047.417062,381.4751533,2417.987943,0,629.4291195,14.91257,3193.7475,2650265.049,1649.3638
06/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3042.431497,381.4705077,2424.480629,0,617.9508681,14.10754479,2954.6017,2460856.898,1590.1749
07/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3046.360194,381.4571864,2451.123533,0,595.2366604,12.53535938,3278.7254,2731889.945,1847.1214
08/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3047.668755,381.4470135,2462.369893,0,585.2988619,11.8383425,3260.2328,2717921.735,1869.388
09/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3052.905687,381.4330631,2470.757536,0,582.1481508,11.60580563,3103.2973,2600087.864,1823.8484
10/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3054.148733,381.4309873,2477.44706,0,576.7016729,11.21898729,3202.9309,2682887.897,1907.0022
11/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3095.000419,381.3205002,2553.425716,0,541.5747038,8.751239158,2212.822,1870027.737,1512.745
12/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3124.831007,381.2884371,2586.967442,0,537.8635649,8.481566667,1805.4187,1582505.707,1511.6757
13/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3130.47737,381.3093562,2581.049771,0,549.4275989,9.290505625,1752.2682,1563803.414,1478.4016
14/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3129.899053,381.3386619,2566.828522,0,563.070531,10.25438896,1869.3251,1661610.536,1566.0842
15/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3128.763238,381.3537215,2555.384536,0,573.3787019,10.97817417,1870.2057,1640113.895,1559.1652
16/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3132.025973,381.3523842,2561.212738,0,570.813235,10.79576646,1863.098,1560944.82,1550.7366
17/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3132.233236,381.3605898,2554.573116,0,577.6601199,11.25882875,1862.5948,1561793.079,1554.6364
18/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3133.184058,381.3650404,2553.165851,0,580.0182066,11.42737125,1845.1715,1556134.489,1553.0639
19/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3147.446109,381.3647889,2558.902159,0,588.5439498,12.71669434,0,0,0
20/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3522.682055,376.79724,3514.47926,0,8.202795,0.56571,0,0,0
21/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3394.547875,377.27859,3386.048845,0,8.49903,0.58614,0,0,0
22/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3394.547875,377.27859,3386.048845,0,8.49903,0.58614,0,0,0
23/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3394.547875,377.27859,3386.048845,0,8.49903,0.58614,0,0,0
24/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3394.547875,377.27859,3386.048845,0,8.49903,0.58614,0,0,0
25/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3861.140765,374.95612,2983.900625,0,877.24014,60.49932,0,0,0
26/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3893.72734,374.40323,2736.009205,0,1157.718135,79.84263,0,0,0
27/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3930.888955,374.35575,2755.44747,0,1175.441485,81.06493,0,0,0
28/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,3859.189935,371.21051,2671.438675,0,1187.75126,81.91388,0,0,0
29/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,4009.79694,374.33295,2830.59749,0,1179.19945,81.3241,0,0,0
30/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,4045.561915,374.27777,2852.65982,0,1192.902095,82.26911,0,0,0
31/08/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,4074.62267,374.18225,3003.236955,0,1071.385715,73.88867,0,0,0
01/09/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,4102.287945,374.09886,3364.259985,0,738.02796,50.89435,0,0,0
02/09/2014 00:00,DSEAT,DSEAT-001-F-1 C,105,001-F-1 C,production,OP,4124.391173,373.8870078,3532.720235,0,591.6709381,35.65136436,0,0,0
